customer_tweet_id,customer_text,gold_brand_reply,intent_id,intent_confidence,intent_rationale,drafted_reply,grounding_examples,escalate,escalation_reason,escalation_source
2471028,@115821 Estaba esperando anoche un pedido que cada vez se retrasa más. Cómo es posible que un envío que estoy pagando se demore 40 días?!,@261759 Me apena saber lo sucedido con tu entrega. ¿Has verificado si has recibido un email indicándote la razón de esta situación? ^VL,delivery_delay,0.96,The customer complains about a shipment that is delayed by 40 days.,"@115821 Lamentamos la demora. Por favor, envíanos un DM con tu número de pedido para que podamos revisar el envío y ayudarte.","@AmazonHelp Me refiero a que requiero que se facture a mi nombre, rfc y domicilio fiscal. No se si sea posible. ||| @AmazonHelp Me refiero a que requiero que se facture a mi nombre, rfc y domicilio fiscal. No se si sea posible. ||| @AmazonHelp Se llama Greta y disfruta como la que más jejeje",True,Strong frustration over excessive delivery delay,llm_judgment
652085,"@AmazonHelp Ja, sowohl zum Zeitpunkt der Bestellung als auch aktuell:

Nobo Basic Weißwandtafel aus Stahl (magnethaftend, Alurahmen, groß, 1200 x 900mm) 

https://t.co/kGoMCE8VZw","@275062 Das würden wir uns gerne genauer anschauen. Melde dich doch bitte gleich bei uns, dem Amazon.de Social Media Team, über diesen Link: https://t.co/cUDnC8mjd7 ^LN",media_link_submission,0.78,"The message includes an external product link, indicating the user is submitting media/link for support.","Danke für die Details. Bitte melde dich per DM an oder kontaktiere unseren Kundenservice, damit wir das prüfen können: https://www.amazon.de/gp/help/customer/contact-us ^MF",@191215 @AmazonHelp Ja der Lautsprecher knarrt kratzt wie auch immer 😂 ||| @AmazonHelp Ja ||| @AmazonHelp Ja sicher,True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
428304,@118919 Today delivery boy refused to deliver my package in Dibrugarh. How can we buy goods in this way? #AmazonGreatIndianFestival https://t.co/6i9T4VLnez,@216870 We apologize for the hassle. Allow our support team to investigate this. You can report this here: https://t.co/R3EfhyZiK1 ^CB.,delivery_delay,0.94,"Customer reports delivery person refused to deliver, indicating a delivery failure.",@118919 We're sorry for the inconvenience. Please DM us with your order details so we can investigate further. ^SC,"@115850 pampers not delivered yet now, 8240475331 delivery boy's no.
my no. 7890830841 changed to 8777420372. 
delivery boy not deliver ||| @115850 pampers not delivered yet now, 8240475331 delivery boy's no.
my no. 7890830841 changed to 8777420372. 
delivery boy not deliver ||| @AmazonHelp It is supposed to reach today by 5. Your delivery boy nbr is wrong.",True,"The customer is frustrated about a delivery refusal, requiring human investigation beyond a standard templated response",llm_judgment
1009198,"@AmazonHelp I'm sorry!! u r ryt I've got mail, gone thru it , but still confused that what u ppl trying to say repeatedly ?? did u get me ?? @115850 https://t.co/615K2mrqgy",@344471 Delivery to certain locations isn't available due to courier restrictions. We're working on (1/2)^SQ,ERROR,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199402, Requested 884. Please try again in 2m3.552s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,,True,"Pipeline error, defaulting to escalate: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199402, Requested 884. Please try again in 2m3.552s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",error
996728,What happened with the @1016 free book of the month with @115821 Echo @AmazonHelp is it over?,@356022 We're unable to access account info via twitter. Please contact audible directly for more info: https://t.co/DcKNhlc3nn ^JF,general_inquiry_and_error,0.85,"User asks about a promotional program status, fitting a general inquiry rather than a specific order or delivery issue.","Hello, sorry for any confusion about the free Book of the Month. Could you DM us with your account details so we can check the current offer for you?","Where's my book, @115821? ||| Where is my book at @115821? ||| @115821 WHERE IS MY @26040 BOOK????",False,It's a standard promotional inquiry that can be answered with existing policy information.,llm_judgment
417793,@AmazonHelp how many days do you need to resolve this? https://t.co/ETw3Mwv0jV,@214691 Sorry for the stretch. Please check our correspondence here: here: https://t.co/n37ycx61Gc and reply for further concern. ^EM,pending_resolution_followup,0.87,"The user asks how many days are needed to resolve an issue, indicating a follow‑up on an ongoing resolution.","@YourHandle Our team processes cases in order received, and a resolution can take up to two weeks. We'll keep you posted. ^JR",@AmazonHelp 8 days is slightly ? ||| @AmazonHelp How many days before? ||| @AmazonHelp It's been 7 days now,True,Thread already has 16 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
2753590,"@AmazonHelp sim, por fax! Eu realmente preciso enviar um fax internacional no seculo xxi?","@770566 Nesse caso, é necessário seguir as instruções indicadas no e-mail, para a equipe encarregada conferir o seu caso. ^CR",ERROR,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199440, Requested 759. Please try again in 1m25.968s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,,True,"Pipeline error, defaulting to escalate: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199440, Requested 759. Please try again in 1m25.968s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",error
441900,Pretty sure Amazon stole my copy of #TurtlesAllTheWayDown to teach me a lesson to shop at brick&amp;mortar bookstores...,"@219790 Apologies - Have you been in touch regarding this? If so, what options were offered? ^TP",ERROR,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199472, Requested 765. Please try again in 1m42.384s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,,True,"Pipeline error, defaulting to escalate: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199472, Requested 765. Please try again in 1m42.384s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",error
1228020,@AmazonHelp It has on the first photo at the bottom the 26th then on the order it says 31st?,"@217961 When placing the order, which shipping speed was selected?  ^AG",order_status_and_payment,0.88,"User is questioning a date discrepancy on their order, indicating a need to verify order details.",Oh goodness! We'd love to help—please DM us your order number so we can look into the date mismatch.,@AmazonHelp preordered a book on prime which is released the 26th but my order says arriving 31st. Isn’t it meant to come on it’s release? ||| @AmazonHelp The order still says this. https://t.co/5CKmu2gY21 ||| @AmazonHelp See photo https://t.co/t1Elrr2stX,True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
294823,@AmazonHelp no email found not any correspondance even. can u plz send email to the registered email id?kindly dont stretch the issue rather dn solve it,"@186217 You should have received an email from us to the account which is registered with Amazon, please check and revert. ^HN",ERROR,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199536, Requested 827. Please try again in 2m36.816s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,,True,"Pipeline error, defaulting to escalate: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199536, Requested 827. Please try again in 2m36.816s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",error
987217,@115850 #AmazonPrime Cancellation refund not yet received ?? The refund for the un-delivered item received but not the prime 499 /-,"@341863 I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^BV",ERROR,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199465, Requested 841. Please try again in 2m12.191999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,,True,"Pipeline error, defaulting to escalate: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199465, Requested 841. Please try again in 2m12.191999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",error
